degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency,redundancy,node_id
4,0.00035125076902847496,0.0036256715906448495,0.009284251216078999,0.0002967814993769029,2.25,0.0,0.0,0.0,0
1,0.00032896976007613525,0.0,0.009142607193322716,0.00025236705984867184,4.0,0.0,0.0,0.0,1
1,0.00034693095023584814,0.0,0.009641778017768173,0.0002523670598486718,4.0,0.0,0.0,0.0,2
1,0.00033021752790181124,0.0,0.00937186948423124,0.0002259764188194262,2.0,0.0,0.0,0.0,3
2,0.00034616745546445476,0.0018143656145589836,0.009353872681026646,0.0002609439571181036,2.0,0.0,0.0,0.0,4
3,0.0003630107754796487,0.004124392661763086,0.009317093437636247,0.0003085238509223795,2.6666666666666665,0.0,0.0,0.0,5
3,0.0003495273639883467,0.010794404533160362,0.009045557494374733,0.0002946530103554584,3.0,0.0,0.0,0.0,8
4,0.00036750415944135,0.013964189991310626,0.009229347074034779,0.000329596438841519,3.25,0.0,0.0,0.0,9
2,0.00041904599474540486,4.283493862365223e-05,0.00983580769309494,0.00032213902362165995,2.0,0.0,0.0,0.0,10
2,0.0004112669078199453,0.000373275893720398,0.010011547560629887,0.000325134741523066,2.5,0.0,0.0,0.0,11
2,0.00042028053344928733,0.001477805382516002,0.009431146580627697,0.00034101878878219327,3.0,0.0,0.0,0.0,12
4,0.0004738171723501865,0.02410689152969685,0.010020876794279267,0.0003906146569443256,3.5,0.0,0.0,0.0,13
2,0.00038743921167250814,0.002949491488085768,0.010103978837739216,0.0003073336987533121,3.5,0.0,0.0,0.0,14
2,0.00033957929438321616,0.0,0.008709468408720372,0.0003064978064357382,3.5,0.0,0.0,1.0,16
4,0.00035666933790449404,0.0,0.008714362445868968,0.0003104110254458533,2.25,0.0,0.2777777777777778,1.0,17
3,0.0003880262952595645,0.0018113059760858656,0.00977764986788824,0.0003297503336635238,2.6666666666666665,0.0,0.0,0.0,18
4,0.00041740135137733155,0.009019814218751912,0.010085273417731707,0.0003480183332854024,2.5,0.0,0.0,0.0,20
2,0.00040300964553590014,0.005424739012838243,0.010279952119479852,0.00028898294357391623,3.0,0.0,0.0,0.0,21
2,0.0003863525622025505,0.003622611952171731,0.01037682871400681,0.0002469494432983578,2.0,0.0,0.0,0.0,22
3,0.00036561013296375556,0.01298510567991286,0.008979753588480114,0.000321023794670298,3.3333333333333335,0.0,0.0,0.0,23
3,0.0003949524231437439,0.014738278525009484,0.009540144532462241,0.0003425627478002514,3.6666666666666665,0.0,0.0,0.0,24
4,0.00039068956611970905,0.0063242727239349395,0.009805345215663326,0.0003259804581877499,1.75,0.0,0.0,0.0,25
1,0.0003859526032898445,0.0,0.01021122344458464,0.0002731741445366878,4.0,0.0,0.0,0.0,26
2,0.00037130627786488714,0.0018143656145589836,0.010475856525536214,0.00021549811398379284,1.5,0.0,0.0,0.0,27
4,0.0003770374260104732,0.004926017941720006,0.00919990511362558,0.0003562814883649595,2.75,0.0,0.0,0.0,28
2,0.000361963744937886,0.0,0.009174860113574745,0.00033030984959449234,3.5,0.0,0.0,0.0,29
3,0.000361417223897951,0.0023803987320858166,0.009067366868709901,0.0003461386193661127,3.0,0.0,0.0,0.0,30
3,0.000376302251363562,0.004237599285268453,0.009200085374475213,0.00035155612638748874,3.3333333333333335,0.0,0.0,0.0,31
4,0.00034947488919675655,0.015258417065439548,0.008315022414046603,0.00035241882979260807,3.0,0.0,0.0,0.0,32
2,0.0003461330821978731,0.0030718770270104882,0.008696610857769483,0.0003082904069319754,3.0,0.0,0.0,0.0,33
2,0.00033504025528333846,0.0016216083907525487,0.008857311731298015,0.00028674365683424243,2.0,0.0,0.0,0.0,34
2,0.00032599239602379995,0.0005415560097418888,0.009025478605436503,0.000280209784926215,2.5,0.0,0.0,0.0,37
1,0.000358781327389107,0.0,0.01061030422796354,0.00019107993604229834,2.0,0.0,0.0,0.0,38
2,0.00040418559099982253,0.00034879878593545386,0.01017649796956139,0.0003239893930831531,4.0,0.0,0.0,0.0,39
2,0.00041029843533417097,0.007486935343719785,0.010158248099211384,0.0003216390356141011,3.5,0.0,0.0,0.0,40
3,0.00033096688179027494,0.0026037523406234318,0.009273237351180214,0.00028672580035467657,2.0,0.0,0.0,0.0,41
4,0.0004068269338521493,0.04412610605930803,0.009172154643005989,0.00037454214393418896,3.5,0.0,0.0,0.0,42
3,0.0003422107322132541,0.009561370228493802,0.008590999879165848,0.00031112157644377735,3.6666666666666665,0.0,0.0,0.0,43
2,0.00032853632276660575,0.009010635303332558,0.008941486856082839,0.0002514570398494624,2.5,0.0,0.0,0.0,44
4,0.00041618512208512685,0.012183480399955942,0.009666552809119162,0.000353426925743762,3.25,0.0,0.0,0.0,45
3,0.000412268692698677,0.010491500324321678,0.009474443672123427,0.00035062064865789243,3.3333333333333335,0.0,0.0,0.0,46
3,0.0004166221778225669,0.02008346693754666,0.009770318823839672,0.0003469952019045634,2.6666666666666665,0.0,0.0,0.0,47
3,0.00040997378946842976,0.012211017146214002,0.009828727589105584,0.00033794875597555556,3.0,0.0,0.0,0.0,48
3,0.00038392965669917586,0.00044670721707523037,0.009624244339534233,0.00034294297682486925,3.3333333333333335,0.0,0.0,0.0,49
3,0.00042493134255914774,0.02314004577219156,0.010019740295334163,0.00035403172072301104,3.3333333333333335,0.0,0.0,0.0,50
3,0.00044072537329593826,0.0021754029543869097,0.010324453659553907,0.0003512982352563327,3.0,0.0,0.0,0.0,51
3,0.0003853785537496739,0.011856099083332313,0.009016409422030329,0.00033765619132676165,4.0,0.0,0.0,0.0,52
