node_id,building_density,mean_centroid_distance,poi_density,degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency
0,0.0,0.0,0.0,2.0,0.0004936746153573,0.0037142610348103,0.0101048168812781,0.0003636391962408,3.5,0.0,0.0
1,0.0269647048406967,17.793513871219183,0.0,4.0,0.0004925301281454,0.0042152543836918,0.0104531366125556,0.0003741913144302,2.5,0.0,0.0
2,0.0096380519512743,17.799602711184207,0.0,3.0,0.0005104227609162,0.0126284875183553,0.0099563821979307,0.0003912649726503,2.333333333333333,0.0,0.0
3,0.428538546548414,28.3835541471034,0.0,3.0,0.0005384987874885,0.0172410814546082,0.0108610176273083,0.000376609825501,3.333333333333333,0.0,0.0
4,0.0547751468688053,22.25737718928695,0.0,1.0,0.0004827543940407,0.0,0.0108076368195713,0.0003071791061435,4.0,0.0,0.0
5,0.326060858740703,17.138441607004488,0.0,4.0,0.0004909809720026,0.0039129308110909,0.0099859583620801,0.0003731783690487,3.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,9.332146490419538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5352069005435782,41.83211987697333,0.0,2.0,0.0005000140104598,0.0047767124470933,0.0103214358818821,0.0003525475661575,3.0,0.0,0.0
9,0.1138072356107521,49.00816127021385,6.437333480346056e-05,3.0,0.0005628368549165,0.0150427571909821,0.0103797733268395,0.0004340323783192,3.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.4480492926101329,42.65242865876738,0.0,4.0,0.0005524606592177,0.0239181135009069,0.0106164272809047,0.0003903455731892,2.75,0.0,0.0
15,0.4772095182274898,6.05944418923251,0.0,1.0,0.000476784114265,0.0,0.0102522354515398,0.0003064961504025,4.0,0.0,0.0
16,0.532499952546171,15.1114645017104,0.0,3.0,0.0004967747190632,0.0029973222769283,0.0106374543517977,0.0003475697510998,2.333333333333333,0.0,0.0
17,0.1029257672637409,138.9943754130929,0.0,1.0,0.0004419289121958,0.0,0.0111016874231584,0.0002627104707023,2.0,0.0,0.0
18,0.0129327981918885,0.0,0.0,2.0,0.0005156448779556,0.002517923468947,0.012353242969863,0.0003102245218911,2.5,0.0,0.0
19,0.0,0.0,0.0,3.0,0.0004733989929583,0.0037725662952405,0.0104403358052339,0.0002779461533241,2.0,0.0015902727397639,0.0
20,0.0,0.0,0.0,2.0,0.0004635356845708,0.0,0.0102237360784588,0.0002778946601562,3.0,0.0047708182192919,0.0
21,0.0,0.0,0.0,3.0,0.0004781088126801,0.007527856957761,0.009990504027254,0.0003114146704205,3.333333333333333,0.0015902727397639,0.0
22,0.6858139111326886,18.000806177157546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,2.0,0.0005499960482039,0.0008465060032823,0.0105273342278534,0.00039088661321,2.5,0.0,0.0
25,0.0,0.0,0.0,3.0,0.00060994678874,0.0072082577524401,0.0109708870633931,0.0004374662340865,3.0,0.0,0.0
26,0.0,0.0,0.0,2.0,0.0005458165229358,1.295672454003628e-05,0.0104833001628349,0.0003905962764109,3.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.5053527143040287,36.91851128579621,0.0,1.0,0.0004813522012978,0.0,0.0108675531308375,0.0002890072893767,3.0,0.0,0.0
30,0.280343932359398,31.61410846893729,0.0,3.0,0.0005743114035012,0.0281765569663988,0.0104560691142258,0.0004073996662575,3.0,0.0,0.0
31,0.4483044392140523,7.418341081677329,0.0,1.0,0.0005023232225677,0.0,0.0097301868122251,0.0003292081257024,3.0,0.0,0.0
32,0.64738569316254,30.824920477757075,0.0,3.0,0.0005940463868703,0.0055411591949555,0.0108319757545304,0.0004223609415414,2.6666666666666665,0.0,0.0
33,0.1262611699056374,43.39185260290017,0.0,3.0,0.0005767097323454,0.014645417638421,0.0102394858971852,0.0004602915396921,3.333333333333333,0.0,0.0
34,0.0,0.0,0.0,1.0,0.0004688336727366,0.0,0.0108854211672639,0.000239187575014,3.0,0.0,0.0
35,0.4168860485288967,0.0,0.0,4.0,0.0005575964204874,0.005027209121534,0.0127114003113055,0.000378433555106,3.5,0.0,0.0
36,0.1448492546880375,38.0605334095496,0.0002017303422419,5.0,0.0004889536359917,0.0075753649477412,0.0126959749986485,0.0003397661607767,2.0,0.0,0.0
37,0.1011621415348869,109.64606768141272,0.0,1.0,0.0004774417424675,0.0,0.0129528512921374,0.0002835913457407,5.0,0.0,0.0
38,0.0,0.0,0.0,5.0,0.00048655778163,0.0150470760991621,0.0096064803368942,0.000379628740895,2.8,0.0003732220432887,0.0
39,0.0,0.0,0.0,4.0,0.0006037311443808,0.0018657683337652,0.0110845159188772,0.0004363771760899,2.75,0.0020672918083845,0.0
40,0.5618030158932265,40.9788537319353,0.0,3.0,0.0006097908169334,0.0081929688174829,0.0101815162976908,0.0004725758195673,3.333333333333333,0.0,0.0
