node_id,building_density,mean_centroid_distance,poi_count,poi_density,poi_diversity
39,0.0,0.0,0,0.0,0.0
117,0.0,0.0,0,0.0,0.0
125,0.0,0.0,0,0.0,0.0
38,0.0,0.0,1,5.016546077791543e-05,0.0
189,0.0,0.0,0,0.0,0.0
10,0.01104298410493936,0.0,4,0.00020445579324766412,0.0
37,0.2266049535368715,142.28600192830407,4,5.082447192521827e-05,0.0
17,0.013093965323545944,0.0,2,5.6855324953929965e-05,0.0
89,0.0,0.0,0,0.0,0.0
90,0.0,0.0,0,0.0,0.0
91,0.0,0.0,0,0.0,0.0
92,0.0,0.0,0,0.0,0.0
50,0.016561115340903407,0.0,0,0.0,0.0
61,0.0,0.0,1,0.0002413607197183377,0.0
122,0.0,0.0,2,0.00011720745909893491,0.0
148,0.0,0.0,0,0.0,0.0
30,0.0,0.0,0,0.0,0.0
16,0.2389938478214941,0.0,0,0.0,0.0
11,0.5377792890909739,23.690511308059264,0,0.0,0.0
42,0.0,0.0,0,0.0,0.0
49,0.0,0.0,0,0.0,0.0
40,0.0,0.0,1,0.0007560770522068708,0.0
33,0.0,0.0,0,0.0,0.0
100,0.0,0.0,2,0.0003253934764205347,0.0
62,0.0,0.0,0,0.0,0.0
95,0.0,0.0,0,0.0,0.0
99,0.0,0.0,0,0.0,0.0
94,0.0,0.0,0,0.0,0.0
41,0.0,0.0,0,0.0,0.0
0,0.0,0.0,1,5.605294482036693e-05,0.0
112,0.0,0.0,0,0.0,0.0
138,0.0,0.0,1,0.00017110031110684,0.0
126,0.0,0.0,0,0.0,0.0
141,0.0,0.0,0,0.0,0.0
113,0.0,0.0,1,0.0014682884719089107,0.0
123,0.0,0.0,0,0.0,0.0
64,0.0,0.0,0,0.0,0.0
291,0.0,0.0,0,0.0,0.0
281,0.0,0.0,7,0.0004989583437322872,0.0
190,0.0,0.0,3,0.00018520635601267194,0.0
196,0.0,0.0,0,0.0,0.0
200,0.0,0.0,1,0.00010431266313553688,0.0
246,0.0,0.0,0,0.0,0.0
208,0.0,0.0,1,4.054868412958104e-05,0.0
239,0.0,0.0,0,0.0,0.0
273,0.0,0.0,2,0.0007748897476771957,0.0
144,0.0,0.0,1,0.0001324387817826741,0.0
131,0.0,0.0,0,0.0,0.0
121,0.0,0.0,0,0.0,0.0
216,0.0,0.0,0,0.0,0.0
212,0.0,0.0,1,0.00015604112987247738,0.0
203,0.0,0.0,1,0.00013167712207677398,0.0
245,0.0,0.0,2,0.0002616647404329672,0.0
257,0.0,0.0,4,0.0003799153781540397,0.0
238,0.0,0.0,0,0.0,0.0
253,0.0,0.0,0,0.0,0.0
262,0.0,0.0,0,0.0,0.0
266,0.0,0.0,0,0.0,0.0
211,0.0,0.0,1,0.0002169535713813195,0.0
254,0.0,0.0,0,0.0,0.0
263,0.0,0.0,0,0.0,0.0
237,0.0,0.0,0,0.0,0.0
241,0.0,0.0,1,0.00014778473845963985,0.0
240,0.0,0.0,1,0.0001637122614270839,0.0
267,0.0,0.0,1,0.0003012533483211975,0.0
271,0.0,0.0,1,0.00023466384768859488,0.0
235,0.0,0.0,0,0.0,0.0
274,0.0,0.0,0,0.0,0.0
136,0.0,0.0,3,0.001848001687489401,0.0
34,0.0,0.0,0,0.0,0.0
29,0.0,0.0,1,0.00018578540003129636,0.0
5,0.0049594857990353635,0.0,1,5.8665600147073044e-05,0.0
1,0.0,0.0,0,0.0,0.0
24,0.0,0.0,0,0.0,0.0
46,0.0,0.0,0,0.0,0.0
48,0.0,0.0,0,0.0,0.0
151,0.0,0.0,0,0.0,0.0
147,0.0,0.0,0,0.0,0.0
130,0.0,0.0,0,0.0,0.0
36,0.0,0.0,0,0.0,0.0
132,0.0,0.0,1,0.00016383985717683926,0.0
135,0.0,0.0,3,0.00021183191894220992,0.0
35,0.0,0.0,0,0.0,0.0
51,0.0,0.0,0,0.0,0.0
7,0.017281403176353096,0.0,0,0.0,0.0
73,0.0,0.0,2,0.00018662938908719422,0.0
178,0.0,0.0,1,0.00015928900090790349,0.0
2,0.0,0.0,0,0.0,0.0
27,0.23197614262626778,42.893233069016816,1,0.0002510660257804604,0.0
56,0.0,0.0,0,0.0,0.0
57,0.0,0.0,0,0.0,0.0
59,0.27989460375069397,44.91846463438398,1,0.0001396533363302984,0.0
26,0.1188438623906579,0.0,0,0.0,0.0
32,0.05716204233305582,0.0,0,0.0,0.0
45,0.0,0.0,0,0.0,0.0
28,0.0,0.0,0,0.0,0.0
60,0.0,0.0,2,0.0004564120210700869,0.0
118,0.0,0.0,0,0.0,0.0
67,0.0,0.0,4,0.00024382567052981475,0.0
58,0.0,0.0,0,0.0,0.0
139,0.0,0.0,0,0.0,0.0
52,0.0016810925438755077,0.0,0,0.0,0.0
114,0.0,0.0,0,0.0,0.0
119,0.0,0.0,1,6.69864500947113e-05,0.0
202,0.0,0.0,1,0.00014209683656933356,0.0
177,0.21794630429646494,53.05545815616936,0,0.0,0.0
219,0.22151816454913736,69.66618329716131,1,8.071172088709289e-05,0.0
169,0.13040330844265097,0.0,0,0.0,0.0
182,0.041249038916086306,0.0,1,0.00015153286591157325,0.0
221,0.22480071600913137,67.02569321706495,1,0.0001476095236336062,0.0
218,0.1748708966631829,84.4694316682092,1,0.00014042033362174597,0.0
194,0.05494018960849617,0.0,0,0.0,0.0
223,0.0,0.0,1,0.00014147885244505078,0.0
205,0.05883797076830773,70.22992342329879,1,0.00017140367694104034,0.0
134,0.15156752754123912,0.0,0,0.0,0.0
234,0.0,0.0,0,0.0,0.0
150,0.1507843557828246,0.0,1,0.00014639424275465993,0.0
272,0.0,0.0,0,0.0,0.0
276,0.0,0.0,3,0.0012145973513283078,0.0
268,0.0,0.0,7,0.0009988611878354006,0.0
275,0.0,0.0,2,0.0018005536074973201,0.0
220,0.0,0.0,1,0.00020278096641253843,0.0
283,0.0,0.0,1,0.00018427216329290486,0.0
280,0.0,0.0,0,0.0,0.0
256,0.0,0.0,4,0.0008374079791104675,0.0
282,0.0,0.0,3,0.0006877100866480938,0.0
176,0.13609102710607293,84.69332369113044,1,0.00011622889534329111,0.0
168,0.0,0.0,3,0.000427697704144603,0.0
231,0.0,0.0,3,0.0006710933802849903,0.0
230,0.0,0.0,9,0.000716746828378712,0.0
270,0.0,0.0,10,0.001130944192067998,0.0
179,0.0,0.0,2,0.0005259111884564151,0.0
195,0.01460751563690143,0.0,1,0.00011687983978303278,0.0
181,0.0,0.0,3,0.0006420758761173617,0.0
209,0.0,0.0,1,0.0003657224426368685,0.0
224,0.23742036913772693,75.54523174920828,3,0.0003274667109954683,0.0
236,0.0,0.0,0,0.0,0.0
258,0.0,0.0,1,0.00038906577103140405,0.0
222,0.0,0.0,4,0.00022627460884728205,0.0
295,0.0,0.0,1,7.876138838818044e-05,0.0
229,0.0,0.0,3,0.0002406236529846582,0.0
288,0.0,0.0,4,0.0005819952927153778,0.0
269,0.0,0.0,18,0.001828065627968563,0.0
294,0.0,0.0,11,0.0019757990808958303,0.0
163,0.0,0.0,0,0.0,0.0
292,0.0,0.0,6,0.0007713303136073294,0.0
312,0.0,0.0,15,0.0023333819352140575,0.0
293,0.0,0.0,7,0.00165460594504726,0.0
25,0.025524224461112764,0.0,2,0.00011469182997048502,0.0
31,0.020273801557741843,0.0,0,0.0,0.0
43,0.41559593591241667,0.0,0,0.0,0.0
54,0.3253808321131692,0.0,0,0.0,0.0
63,0.25974319287883474,34.55191522503874,0,0.0,0.0
66,0.2796506115470567,0.0,0,0.0,0.0
53,0.0,0.0,0,0.0,0.0
15,0.24778840268030008,0.0,0,0.0,0.0
70,0.0,0.0,0,0.0,0.0
93,0.0,0.0,3,0.0008468800489493472,0.0
68,0.46019960451851677,28.643281437016878,2,0.0009602450814156095,0.0
19,0.12224407292563007,97.29320144454263,4,0.00020015838585004596,0.0
13,0.20998485975194334,98.8038996385255,1,2.735370133177606e-05,0.0
47,0.20972101406160445,0.0,0,0.0,0.0
74,0.2200053024630273,34.09516564712754,1,0.0001401461761910549,0.0
71,0.22313015435882905,0.0,1,0.000298352113991647,0.0
75,0.021566030502500888,0.0,1,0.00033328886336535745,0.0
20,0.0,0.0,0,0.0,0.0
69,0.11601087225838883,0.0,1,0.0002995163711730969,0.0
127,0.0,0.0,0,0.0,0.0
159,0.0,0.0,0,0.0,0.0
116,0.0,0.0,0,0.0,0.0
143,0.0,0.0,1,0.0004124467012021496,0.0
167,0.0,0.0,0,0.0,0.0
72,0.02827683028523328,0.0,0,0.0,0.0
129,0.0,0.0,0,0.0,0.0
98,0.0,0.0,0,0.0,0.0
154,0.0,0.0,3,0.0015567621094218032,0.0
156,0.0,0.0,0,0.0,0.0
120,0.0,0.0,0,0.0,0.0
101,0.0,0.0,1,0.00041051455688523514,0.0
142,0.0,0.0,1,0.0006185325233372413,0.0
249,0.19623154327250486,28.120113467384506,3,0.0004234231929325679,0.0
137,0.0,0.0,0,0.0,0.0
79,0.0,0.0,0,0.0,0.0
