edge_id,edge_length,edge_betweenness,edge_embeddedness,mean_building_dist,mean_poi_dist
0,16.8215188040433,0.009523809523809523,0.0,0.0,423.7447632753186
1,521.2527533796788,0.011448834853090171,0.0,0.0,16.50598007191423
2,9.90380914654155,0.01995947315096251,0.0,0.0,0.0
3,10.012502106557367,0.00425531914893617,0.0,0.0,0.0
4,19.312281199968506,0.008713272543059777,0.0,0.0,0.0
5,317.31886257938277,0.0074974670719351565,0.0,0.0,11.449271518458072
6,518.7390564433812,0.20425531914893616,0.0,0.0,11.03027546080885
7,321.2281848112162,0.14072948328267476,0.0,0.0,20.22940709009159
8,112.72496811209524,0.30759878419452885,0.0,0.0,15.194120046798828
9,251.23840293884078,0.012563323201621074,0.0,592.071692543527,512.8506192668302
10,13.776960440991646,0.028368794326241134,0.0,0.0,0.0
11,326.80022118356914,0.00243161094224924,0.0,0.0,4.386214385046125
12,10.797158348611154,0.010536980749746707,0.0,0.0,0.0
13,13.212390569737423,0.0023302938196555216,0.0,0.0,0.0
14,12.743864247023868,0.12188449848024316,0.0,0.0,0.0
15,178.33728180935248,0.012563323201621074,0.0,0.0,0.0
16,636.9392973342952,0.09017223910840931,0.0,0.0,0.0
17,511.516502327644,0.012563323201621074,0.0,0.0,0.0
18,323.2847069900779,0.15592705167173251,0.0,0.0,22.836595549170312
19,32.90478006733205,0.17122593718338397,0.0,0.0,0.0
20,110.0545368670764,0.13353596757852076,0.0,0.0,0.0
21,84.62824695931872,0.0013171225937183384,0.0,0.0,0.0
22,261.37165921085017,0.0013171225937183384,0.0,11.8749306457349,12.609682829513057
23,57.61342039802745,0.003343465045592705,0.0,0.0,0.0
24,28.523563628742078,0.10010131712259371,0.0,0.0,0.0
25,121.95962533093075,0.07092198581560283,0.0,0.0,0.0
26,81.66230608651976,0.012563323201621074,0.0,0.0,0.0
27,221.81711392545293,0.11752786220871327,0.0,0.0,29.25510448324133
28,144.07428638330262,0.0013171225937183384,0.0,0.0,7.309274670285233
29,30.80019248024949,0.004559270516717325,0.0,0.0,0.0
30,92.47216908046815,0.012563323201621074,0.0,0.0,0.0
31,294.1074395145512,0.08328267477203646,0.0,0.0,7.8205722796060435
32,142.7899748759706,0.0524822695035461,0.0,0.0,2.971497843316491
33,98.93389457783456,0.012563323201621074,0.0,8.372437224557409,0.0
34,39.07265095616142,0.011144883485309016,0.0,0.0,0.0
35,80.2446372948803,0.07821681864235056,0.0,0.0,0.0
36,157.7486035218078,0.03687943262411347,0.0,0.0,0.0
37,325.95421408783443,0.012563323201621074,0.0,11.743070320762614,0.0
38,115.01134313939879,0.003343465045592705,0.0,0.0,17.525824059464902
39,67.46077485836497,0.004559270516717325,0.0,0.0,0.0
40,77.46648900973325,0.1155015197568389,0.0,0.0,40.314060674181775
41,154.09957512625533,0.012563323201621074,0.0,0.0,0.0
42,103.21330027777246,0.021681864235055723,0.0,0.0,0.0
43,183.6246781540975,0.0032421479229989866,0.0,0.0,0.0
44,13.990239897446559,0.016008105369807495,0.0,0.0,0.0
45,10.197310838453973,0.018034447821681863,0.0,0.0,0.0
46,108.54763664407858,0.0013171225937183384,0.0,0.0,29.27941796207872
47,53.06543680314049,0.0013171225937183384,0.0,25.127770653826868,24.952634215631566
48,121.09996205960931,0.0013171225937183384,0.0,0.0,21.284533775601158
49,206.26812622494893,0.003343465045592705,0.0,0.0,23.634885568157515
50,530.7837871191423,0.00668693009118541,0.0,0.0,20.04611161515666
51,10.532640761971741,0.13748733535967578,0.0,0.0,0.0
52,336.8839971225732,0.0013171225937183384,0.0,0.0,13.433359448107861
53,218.64251973845867,0.0013171225937183384,0.0,0.0,3.9866596040547053
54,159.0379481266754,0.009523809523809523,0.0,0.0,0.0
55,98.79049065843343,0.06767983789260384,0.0,0.0,0.0
56,430.99103589970935,0.0020263424518743665,0.0,0.0,54.49295870432477
57,7.125496030879336,0.020466058763931105,0.0,0.0,0.0
58,319.69687848983386,0.049037487335359675,0.0,0.0,57.13520802933901
59,7.461168565366634,0.05876393110435663,0.0,0.0,0.0
60,430.42676833073745,0.12198581560283688,0.0,0.0,0.0
61,641.8684662303051,0.009017223910840932,0.0,0.0,37.21302590636408
62,12.279113052839941,0.01884498480243161,0.0,0.0,0.0
63,9.984800789086158,0.09523809523809523,0.0,0.0,0.0
64,635.9572154378639,0.1270516717325228,0.0,0.0,80.7442555561863
65,434.20123988215613,0.01580547112462006,0.0,0.0,14.114036694936338
66,10.139916850540148,0.014893617021276595,0.0,0.0,0.0
67,66.35163644007513,0.07456940222897669,0.0,0.0,0.0
68,71.46112123176655,0.03708206686930091,0.0,0.0,31.892424884809742
69,27.90917475688114,0.05775075987841945,0.0,0.0,0.0
70,73.19285374793506,0.046403242147923,0.0,0.0,0.0
71,184.95429826802382,0.012563323201621074,0.0,0.0,0.0
72,155.38644763261007,0.05531914893617021,0.0,0.0,0.0
73,137.6176526381037,0.012563323201621074,0.0,0.0,22.31791737535083
74,454.67041244954186,0.012563323201621074,0.0,18.096429616690138,31.208350872178766
75,497.71668360319603,0.012462006079027355,0.0,0.0,353.50399606155077
76,11.779729652210134,0.00010131712259371833,0.0,0.0,0.0
77,9.213415745891075,0.02482269503546099,0.0,0.0,0.0
78,499.9423264003353,0.012462006079027355,0.0,0.0,0.0
79,134.83112084218445,0.0060790273556231,0.0,0.0,0.0
80,1061.1007026837806,0.00010131712259371833,0.0,0.0,17.418779035104592
81,14.020269909683167,0.011854103343465044,0.0,0.0,0.0
82,427.2601643920673,0.013475177304964538,0.0,0.0,11.03584144195131
83,530.1625085493462,0.03981762917933131,0.0,0.0,49.729402588508876
84,649.849808816941,0.13019250253292805,0.0,24.88552154130389,26.802156707181872
85,555.3698017661569,0.009219858156028368,0.0,0.0,3.015383785642793
86,12.220433073477666,0.0972644376899696,0.0,0.0,0.0
87,857.2945282490152,0.018743667679837893,0.0,0.0,29.977493246956232
88,92.63759810780232,0.04133738601823708,0.0,0.0,12.344340328863833
89,330.9733216139987,0.09473150962512664,0.0,0.0,19.619806313996083
90,31.11422191236272,0.04842958459979736,0.0,0.0,0.0
91,125.36738024802368,0.002735562310030395,1.0,0.0,0.0
92,142.21038220839205,0.03313069908814589,1.0,0.0,0.0
93,33.6494956641867,0.012968591691995946,0.0,0.0,0.0
94,58.84172816553793,0.0013171225937183384,1.0,0.0,0.0
95,15.961064794651191,0.022289766970618033,0.0,0.0,0.0
96,171.48475919101514,0.012563323201621074,0.0,0.0,10.979744035806048
97,45.45400191411749,0.025937183383991893,0.0,0.0,0.0
98,224.30738230172128,0.012563323201621074,0.0,0.0,0.0
99,121.12467057653096,0.012563323201621074,0.0,0.0,0.0
100,469.66433129986774,0.03708206686930091,0.0,0.0,0.0
101,91.6518596953324,0.0026342451874366768,0.0,0.0,0.0
102,101.42124423644862,0.012563323201621074,0.0,25.708082453935365,0.0
103,267.624760904758,0.059675785207700095,0.0,0.0,0.0
104,10.480458161528421,0.09432624113475177,0.0,0.0,0.0
105,335.78110395533537,0.012563323201621074,0.0,0.0,0.0
106,286.14032915145737,0.060790273556231,0.0,0.0,0.0
107,10.458356340785219,0.031104356636271528,0.0,0.0,0.0
108,11.203807158393309,0.01398176291793313,0.0,0.0,0.0
109,421.90209619973336,0.05177304964539007,0.0,0.0,70.53352746259026
110,559.9883121726205,0.057345491388044574,0.0,0.0,69.67288705560551
111,343.0615950922104,0.0950354609929078,0.0,0.0,0.4894942162699349
112,12.170838047644494,0.10547112462006078,0.0,0.0,0.0
113,8.675606006507161,0.02249240121580547,0.0,0.0,0.0
114,12.408417440321411,0.020972644376899694,0.0,0.0,0.0
115,373.7046122525074,0.031408308004052685,0.0,0.0,20.137876208789926
116,166.9196990543308,0.04326241134751773,0.0,0.0,0.0
117,7.306591735428606,0.08601823708206686,0.0,0.0,0.0
118,53.9755742080572,0.012563323201621074,0.0,0.0,0.0
119,674.0170126631053,0.023708206686930088,0.0,19.95657466946529,73.30663538233368
120,262.09500026814015,0.012563323201621074,0.0,0.0,0.0
121,185.68540924156486,0.08804457953394124,0.0,0.0,11.656587834636067
122,11.437354686438884,0.006990881458966565,0.0,0.0,0.0
123,258.67021719369495,0.012563323201621074,0.0,0.0,46.17463765668941
124,76.99460824828031,0.012563323201621074,0.0,0.0,0.0
125,37.51226735707855,0.031003039513677808,0.0,0.0,1.6379593680327371
126,375.95856414478,0.014690982776089158,0.0,0.0,4.4887078659677
127,11.916406424089084,0.02492401215805471,0.0,0.0,0.0
128,268.0971210210815,0.03272543059777102,0.0,0.0,57.138017134929974
129,369.09646750460405,0.08541033434650455,0.0,0.0,5.119343469757095
130,302.62106438133867,0.043465045592705163,0.0,0.0,15.309411172164962
131,11.773442606702474,0.04356636271529888,0.0,0.0,0.0
132,8.902094477019398,0.028064842958459978,0.0,0.0,0.0
133,374.9750934500371,0.04609929078014184,0.0,0.0,20.684943859974993
134,612.6124169029417,0.04498480243161094,0.0,0.0,67.76680748086821
135,8.981666833998542,0.0414387031408308,0.0,0.0,0.0
136,10.914044106172513,0.01094224924012158,0.0,0.0,0.0
137,492.58813904373505,0.012563323201621074,0.0,463.62309730339956,434.62645056291035
138,24.541396077772195,0.025227963525835864,0.0,0.0,0.0
139,134.80873161413004,0.06626139817629179,0.0,0.0,0.0
140,321.1527034921077,0.016109422492401215,0.0,0.0,56.74041990589746
141,7664.728520539562,0.0,0.0,385.9667737682373,435.73208542178565
142,8.410522954334207,0.05420466058763931,0.0,0.0,0.0
143,92.46301699334833,0.00851063829787234,0.0,0.0,4.453686885989527
144,346.0558839340681,0.03708206686930091,0.0,0.0,29.8278395805859
145,67.13528927812133,0.012563323201621074,0.0,0.0,7.425249350269153
146,217.55152774193334,0.0254305977710233,0.0,0.0,9.82566422101901
147,63.64195083785297,0.006484295845997973,1.0,0.0,0.0
148,12.797017196383393,0.004154002026342451,1.0,0.0,0.0
149,65.51137352404368,0.0060790273556231,1.0,0.0,0.0
150,672.5138225492781,0.02492401215805471,0.0,0.0,0.0
151,199.2343979162272,0.05795339412360689,0.0,0.0,32.259931482701525
152,7.87040752333077,0.016008105369807495,0.0,0.0,0.0
153,217.90208933105487,0.012563323201621074,0.0,0.0,10.049074126669161
154,22.3383605823126,0.051165146909827756,0.0,0.0,0.0
155,8.167284129597954,0.0060790273556231,0.0,0.0,0.0
156,166.1732330323329,0.01691995947315096,0.0,0.0,29.75198390257821
157,284.593368017143,0.08368794326241134,0.0,0.0,42.341097624022794
158,303.40037294124824,0.00972644376899696,0.0,0.0,84.96358328560396
159,287.2544867377251,0.004559270516717325,0.0,0.0,27.05881910412851
160,166.01032765399225,0.07122593718338399,0.0,0.0,51.54741327401503
161,8.855828499776793,0.008915906788247214,0.0,0.0,0.0
162,90.48821499201838,0.07588652482269503,0.0,0.0,0.0
163,12.31442524122646,0.0060790273556231,0.0,0.0,0.0
164,293.3305468883026,0.021580547112462004,0.0,0.0,45.01288220859453
165,334.20298635315555,0.05572441742654508,0.0,0.0,42.8673103665448
166,8.447629324447256,0.018034447821681863,0.0,0.0,0.0
167,8.376262006723957,0.025734549138804456,0.0,0.0,0.0
168,8.377946342851232,0.032826747720364736,0.0,0.0,0.0
169,274.19733792785314,0.012563323201621074,0.0,0.0,0.0
170,248.30615810184722,0.012563323201621074,0.0,0.0,0.0
171,293.6441307345755,0.03596757852077001,0.0,0.0,28.193855818989682
172,334.1218475340045,0.029381965552178316,0.0,0.0,22.387977224420318
173,112.36742276802283,0.012563323201621074,0.0,0.0,25.93836022858384
174,13.589537814344245,0.05015197568389058,0.0,0.0,0.0
175,8.002596051556136,0.01884498480243161,0.0,0.0,0.0
176,12.088084814752115,0.014184397163120567,0.0,0.0,0.0
177,7.988861745844336,0.01884498480243161,0.0,0.0,0.0
178,219.1179216869632,0.012563323201621074,0.0,0.0,0.0
179,166.57034775953517,0.011955420466058762,0.0,0.0,48.309828087175596
180,335.0597068950319,0.006990881458966565,0.0,0.0,37.42225345550533
181,405.2060546493965,0.012462006079027355,0.0,0.0,41.92641861868128
182,13.614885772153249,0.0074974670719351565,0.0,0.0,0.0
183,414.9177588512093,0.012462006079027355,0.0,0.0,65.27260670108845
