degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency,redundancy,node_id
3,0.0006105823034979752,0.014388489208633094,0.004386376251586,0.003023172318334029,3.3333333333333335,0.0,0.0,0.0,0
2,0.0006050765303393113,0.0006166495375128469,0.004925297771674571,0.002716775423802914,3.0,0.0,0.0,0.0,1
3,0.0006078633404710186,0.004008221993833504,0.004355774118957911,0.0030094392601146226,3.6666666666666665,0.0,0.0,0.0,2
5,0.0006141402740289493,0.3391572456320658,0.003813612991953959,0.0034132417794376204,3.6,0.0,0.0,0.0,3
4,0.0006393567246776451,0.01942446043165468,0.0046978747888970045,0.0030494073565473516,2.75,0.0,0.0,0.0,4
3,0.0006101778380159386,0.005960945529290853,0.004244577364346046,0.0030749306147748626,3.6666666666666665,0.0,0.0,0.0,5
5,0.0006142641881799223,0.21233299075025694,0.003674559054942069,0.003365514463473201,3.4,0.0,0.0,0.0,6
4,0.0006449996553553436,0.16485097636176774,0.0041226955078253885,0.003163497433944849,3.5,0.0,0.0,0.0,7
3,0.0005917901822534231,0.30421377183967113,0.003992736310286818,0.002841097891996069,3.6666666666666665,0.0,0.0,0.0,8
1,0.0005405969648064908,0.0,0.004577635589087221,0.002217626448567907,4.0,0.0,0.0,0.0,9
3,0.0005830138845528194,0.16721479958890031,0.004374120819589831,0.0023938203056750444,3.0,0.0,0.0,0.0,12
3,0.0005648094872700255,0.12733812949640289,0.0042272551895834115,0.002361756159652559,2.3333333333333335,0.0,0.0,0.0,13
3,0.00057584184788463,0.09301130524152107,0.0047554889336882365,0.002146559215347651,2.3333333333333335,0.0,0.0,0.0,16
3,0.0005484293824284832,0.06258992805755396,0.004579042931592656,0.0020502327209655754,2.3333333333333335,0.0,0.0,0.0,17
1,0.0005429598284400876,0.0,0.005092013999808834,0.001698191243562708,3.0,0.0,0.0,0.0,18
3,0.0005132252013261545,0.08119218910585817,0.004588852801659711,0.002177594142529079,3.0,0.0,0.0,0.0,19
3,0.0005159775473195783,0.045323741007194246,0.004716818681792399,0.001922947700611994,2.3333333333333335,0.0,0.0,0.0,20
1,0.0005165538169755792,0.0,0.0048914045103826955,0.00163733247043052,3.0,0.0,0.0,0.0,21
1,0.0005366582166006292,0.0,0.004617578177436476,0.0018301150454363938,3.0,0.0,0.0,0.0,24
3,0.0005179536354297481,0.11747173689619733,0.004230269090613148,0.0022219571475808626,3.0,0.0,0.0,0.0,25
3,0.00046510330463613123,0.01264131551901336,0.004980138402399366,0.0018687248237267385,2.3333333333333335,0.0,0.0,0.0,26
1,0.000430048716959673,0.0,0.0050864112686190245,0.0015194698803548594,3.0,0.0,0.0,0.0,27
3,0.0006661961213660027,0.012127440904419322,0.004700980695123003,0.003070004049994914,3.6666666666666665,0.0,0.0,0.0,28
1,0.00046901288905900175,0.0,0.0035230871934387818,0.002277355295158031,4.0,0.0,0.0,0.0,31
4,0.0006722169446520958,0.1539568345323741,0.004100803161314164,0.0033166167905696324,3.75,0.0,0.0,0.0,32
3,0.00048702130318016795,0.02816032887975334,0.004802430410261255,0.001943262149216338,3.0,0.0,0.0,0.0,37
1,0.0004331296343919345,0.0,0.004444536531891222,0.0015551254394044708,3.0,0.0,0.0,0.0,38
3,0.0004960362336525139,0.06927029804727647,0.004837127528216567,0.0020222178522785804,3.0,0.0,0.0,0.0,40
3,0.000609934668448412,0.01038026721479959,0.00449834751574206,0.0029810297109252953,3.3333333333333335,0.0,0.0,0.0,41
3,0.0005493786571489838,0.049331963001027754,0.0043768786095701425,0.002733801306646782,3.0,0.0,0.0,0.0,42
4,0.0006125725845972423,0.13227132579650566,0.003921006359004981,0.0032429900610420866,3.75,0.0,0.0,0.0,43
1,0.0005462130744850547,0.0,0.003879192750635274,0.0023802077567919933,5.0,0.0,0.0,0.0,44
4,0.000674540329452883,0.10061664953751284,0.003881590033167995,0.003418756365058621,4.25,0.0,0.0,0.0,45
3,0.0005516257976372941,0.149743062692703,0.003857362497526136,0.0030217560460827114,3.6666666666666665,0.0,0.0,0.0,46
4,0.0006731564797772408,0.023329907502569372,0.004155567966991135,0.00335266660796307,4.0,0.0,0.0,0.0,47
3,0.0004999456227750487,0.10883864337101748,0.004515637883129472,0.0019444465813708608,3.0,0.0,0.0,0.0,48
3,0.00047028541679276255,0.051284686536485095,0.004997088410223826,0.001885353941043913,3.0,0.0,0.0,0.0,49
3,0.0004852826499754323,0.06587872559095581,0.004780867313883877,0.0018380632013784428,2.3333333333333335,0.0,0.0,0.0,50
3,0.0004810357739197326,0.025179856115107913,0.004866044762973154,0.0015790675044807365,1.6666666666666667,0.0,0.0,0.0,51
2,0.00036586450933037793,0.0,0.0041107409359987055,0.0016562021423862326,2.0,0.0,0.0,0.0,52
2,0.00045947413928194234,0.012538540596094553,0.004656299452582743,0.0017435544189481045,2.5,0.0,0.0,0.0,53
