node_id,building_density,mean_centroid_distance,poi_density,degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency
0,0.0,0.0,0.0001796945277922,3.0,0.0006105823034979,0.014388489208633,0.004386376251586,0.003023172318334,3.333333333333333,0.0,0.0
1,0.0,0.0,6.086018810104511e-05,2.0,0.0006050765303393,0.0006166495375128,0.0049252977716745,0.0027167754238029,3.0,0.0,0.0
2,0.0,0.0,3.162804357182685e-05,3.0,0.000607863340471,0.0040082219938335,0.0043557741189579,0.0030094392601146,3.6666666666666665,0.0,0.0
3,0.0,0.0,0.0001935964195108,5.0,0.0006141402740289,0.3391572456320658,0.0038136129919539,0.0034132417794376,3.6,0.0,0.0
4,0.0,0.0,6.146837473295841e-05,4.0,0.0006393567246776,0.0194244604316546,0.004697874788897,0.0030494073565473,2.75,0.0,0.0
5,0.0,0.0,9.017915577011436e-05,3.0,0.0006101778380159,0.0059609455292908,0.004244577364346,0.0030749306147748,3.6666666666666665,0.0,0.0
6,0.0,0.0,0.0,5.0,0.0006142641881799,0.2123329907502569,0.003674559054942,0.0033655144634732,3.4,0.0,0.0
7,0.0,0.0,0.0001150910650255,4.0,0.0006449996553553,0.1648509763617677,0.0041226955078253,0.0031634974339448,3.5,0.0,0.0
8,0.0,0.0,0.000201039435086,3.0,0.0005917901822534,0.3042137718396711,0.0039927363102868,0.002841097891996,3.6666666666666665,0.0,0.0
9,0.0166259560585901,743.0653207238616,9.629593883333906e-05,1.0,0.0005405969648064,0.0,0.0045776355890872,0.0022176264485679,4.0,0.0,0.0
10,0.005366282479648,0.0,7.172187078380502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,3.0,0.0005830138845528,0.1672147995889003,0.0043741208195898,0.002393820305675,3.0,0.0,0.0
13,0.0,0.0,0.0002824307973451,3.0,0.00056480948727,0.1273381294964028,0.0042272551895834,0.0023617561596525,2.333333333333333,0.0,0.0
14,0.0395136713770637,0.0,0.0004461479705029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0014363295927882,0.0,0.0,3.0,0.0005758418478846,0.093011305241521,0.0047554889336882,0.0021465592153476,2.333333333333333,0.0,0.0
17,0.0077449879101826,0.0,6.71658872405782e-05,3.0,0.0005484293824284,0.0625899280575539,0.0045790429315926,0.0020502327209655,2.333333333333333,0.0,0.0
18,0.184423360899115,55.7483761918132,0.0,1.0,0.00054295982844,0.0,0.0050920139998088,0.0016981912435627,3.0,0.0,0.0
19,0.0,0.0,0.0,3.0,0.0005132252013261,0.0811921891058581,0.0045888528016597,0.002177594142529,3.0,0.0,0.0
20,0.0,0.0,0.0001334228539493,3.0,0.0005159775473195,0.0453237410071942,0.0047168186817923,0.0019229477006119,2.333333333333333,0.0,0.0
21,0.2461524233635345,44.55494281626977,0.0,1.0,0.0005165538169755,0.0,0.0048914045103826,0.0016373324704305,3.0,0.0,0.0
22,0.1543120186537502,59.477764773227264,0.000310955960844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0001131174496568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.1797403663967867,17.87526459360271,9.81717476425158e-05,1.0,0.0005366582166006,0.0,0.0046175781774364,0.0018301150454363,3.0,0.0,0.0
25,0.0,0.0,0.0003792688069787,3.0,0.0005179536354297,0.1174717368961973,0.0042302690906131,0.0022219571475808,3.0,0.0,0.0
26,0.0868345189054842,32.9169288284968,0.0,3.0,0.0004651033046361,0.0126413155190133,0.0049801384023993,0.0018687248237267,2.333333333333333,0.0,0.0
27,0.0481299448789131,0.0,0.0,1.0,0.0004300487169596,0.0,0.005086411268619,0.0015194698803548,3.0,0.0,0.0
28,0.0,0.0,0.0,3.0,0.000666196121366,0.0121274409044193,0.004700980695123,0.0030700040499949,3.6666666666666665,0.0,0.0
29,0.1472162684585324,0.0,0.0003855264304801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.022546998388975,710.7791699698847,0.0001467959153172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,1.1835977541315372e-05,1.0,0.000469012889059,0.0,0.0035230871934387,0.002277355295158,4.0,0.0,0.0
32,0.0,0.0,0.0,4.0,0.000672216944652,0.1539568345323741,0.0041008031613141,0.0033166167905696,3.75,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0192419066033679,441.4235265581349,4.5082423217012765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.1904696460991127,53.4978615325278,0.0006557510094683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,3.0,0.0004870213031801,0.0281603288797533,0.0048024304102612,0.0019432621492163,3.0,0.0,0.0
38,0.0,0.0,0.0,1.0,0.0004331296343919,0.0,0.0044445365318912,0.0015551254394044,3.0,0.0,0.0
39,0.1105963159973621,42.25187667747217,0.0005674885240728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,3.0,0.0004960362336525,0.0692702980472764,0.0048371275282165,0.0020222178522785,3.0,0.0,0.0
