node_id,building_density,mean_centroid_distance,poi_density,degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency
0,0.0,0.0,2.422745256791323e-05,2.0,0.0004493886464839,0.0073247969158749,0.0079296870494969,0.0004529144031406,1.5,0.0,0.0
1,0.0,0.0,0.0,2.0,0.0004937315290289,0.0145945201707283,0.0082184701555956,0.0005144237426439,2.0,0.0,0.0
2,0.0,0.0,0.0,1.0,0.000423548189141,0.0,0.0079004222882953,0.000404216345453,2.0,0.0,0.0
3,0.0,0.0,5.698298483051586e-05,2.0,0.0005109882985912,0.0218091697645601,0.007998666726717,0.0005945576388872,2.0,0.0,0.0
4,0.0,0.0,0.0,2.0,0.0005463603478336,0.0289687456973702,0.0080143427363709,0.0007032731015173,3.0,0.0,0.0
5,0.0,0.0,5.2516507409532383e-05,3.0,0.0006660992633082,0.0259947680022029,0.0075078073763612,0.0011965952618987,3.0,0.0,0.0
6,0.0,0.0,0.0,3.0,0.0006479927161122,0.0197714443067602,0.0072399135684809,0.0011609224922589,2.6666666666666665,0.0,0.0
7,0.0,0.0,0.0,2.0,0.0006557860509741,0.0191931708660333,0.0075430712162922,0.001083427699283,3.0,0.0,0.0
8,0.0,0.0,0.0,3.0,0.0006155726405912,0.0142640782045986,0.0065303079142637,0.001144240834295,2.333333333333333,0.0,0.0
9,0.0,0.0,0.0,1.0,0.0005789509316547,0.0,0.0067250694636477,0.0008772376967039,3.0,0.0,0.0
10,0.0,0.0,0.0,4.0,0.0005726647979358,0.0432603607324796,0.0078406132225909,0.0008591635720672,2.0,0.0,0.0
11,0.0,0.0,0.0,1.0,0.0005429629187561,0.0,0.0079809585444742,0.0006993384939043,4.0,0.0,0.0
12,0.0,0.0,0.0,3.0,0.0006637213305111,0.0419936665289825,0.0076393730214243,0.0011982220413885,3.0,0.0,0.0
13,0.0,0.0,0.0001165332809679,4.0,0.0006751343222043,0.0494286107669007,0.0076684553678477,0.0012526050560787,2.5,0.0,0.0
14,0.0,0.0,0.0,1.0,0.0006518105950186,0.0,0.0080602004522256,0.0009395527187977,4.0,0.0,0.0
15,0.0,0.0,1.022731009098441e-05,3.0,0.000579988466432,0.0194410023406305,0.0057815792588655,0.0012752734836272,3.0,0.0,0.0
16,0.0,0.0,5.118172047511795e-05,3.0,0.000691190254495,0.0478590114277846,0.008154491766515,0.0011121827216588,3.333333333333333,0.0,0.0
17,0.0,0.0,0.0003169586633324,3.0,0.000753943791419,0.0081233650006884,0.0080467627984551,0.0013044722269161,3.0,0.0,0.0
18,0.0,0.0,0.0,2.0,0.0005861059771306,0.0,0.0078426174114481,0.0008543852751611,3.5,0.0,0.0
19,0.0,0.0,5.416754336452006e-05,3.0,0.0006393635618316,0.0513561889026573,0.0081435916870597,0.000972702309377,3.333333333333333,0.0,0.0
20,0.0,0.0,0.0,2.0,0.0006343650487498,0.0,0.0072582381477342,0.0011059743509015,3.0,0.0,0.0
21,0.0,0.0,0.0,3.0,0.0006712742562501,0.0326862178163293,0.0076602045224654,0.0011958839898419,2.6666666666666665,0.0,0.0
22,0.0,0.0,0.0,3.0,0.000651580326106,0.0213685804763871,0.0069789262551242,0.0012266801752906,2.6666666666666665,0.0,0.0
23,0.0,0.0,0.0,3.0,0.0006893458855778,0.0594520170728349,0.0073729811167978,0.0012444797031163,3.0,0.0,0.0
24,0.0,0.0,0.0,3.0,0.0007195567266645,0.0628115103951535,0.007426305063101,0.001296586341556,2.6666666666666665,0.0,0.0
25,0.0,0.0,0.0,3.0,0.0005935253666223,0.0193583918490981,0.0059862064814368,0.0013169222355939,3.0,0.0,0.0
26,0.0,0.0,0.0,2.0,0.0007294972996751,0.0197714443067602,0.0075841563727112,0.0012258952937785,3.5,0.0,0.0
27,0.0,0.0,4.843370456585165e-05,3.0,0.0007768902702571,0.0489604846482169,0.0074501432809918,0.0013544537279329,3.0,0.0,0.0
28,0.0,0.0,0.0,3.0,0.0006616067414071,0.0520721464959383,0.0082214305714821,0.0009656311761364,2.6666666666666665,0.0,0.0
29,0.0,0.0,0.0,3.0,0.0007209537411472,0.0971774748726421,0.0082817296941023,0.001083732823877,3.0,0.0,0.0
30,0.0,0.0,6.4683635194732e-05,3.0,0.0006899816621454,0.017513424204874,0.0066323953737859,0.0013805058280339,3.0,0.0,0.0
31,0.0,0.0,0.0,3.0,0.000809068469123,0.0574693652760567,0.0072623113438514,0.0013842060328021,3.6666666666666665,0.0,0.0
32,0.0,0.0,0.0,3.0,0.0007810145189222,0.0273440726972325,0.0074127851953761,0.0013937826363696,3.0,0.0,0.0
33,0.0,0.0,0.0,3.0,0.0005588662101258,0.0148698884758364,0.0054757740901232,0.0012424271778343,2.6666666666666665,0.0,0.0
34,0.0,0.0,8.710336457445824e-05,3.0,0.0007244242854714,0.1089081646702464,0.0078359642443119,0.0011296585913632,2.6666666666666665,0.0,0.0
35,0.0,0.0,0.0,2.0,0.0007502761820344,0.006884207627702,0.0077319839337805,0.0012388298152409,3.5,0.0,0.0
36,0.0,0.0,0.0002143867759487,4.0,0.0007671987553949,0.0370645738675478,0.0073630159557035,0.0013958399303253,2.5,0.0,0.0
37,0.0,0.0,0.0001023650630893,1.0,0.0005935254899295,0.0,0.0070180024475199,0.0008686412806273,3.0,0.0,0.0
38,0.0,0.0,6.096994551931881e-05,4.0,0.0007624910880468,0.1191243287897562,0.0076210604015491,0.0013191405327631,2.75,0.0,0.0
39,0.0,0.0,0.0,3.0,0.0007687863936302,0.0400660883932259,0.0078062731523394,0.0013398928262758,3.333333333333333,0.0,0.0
