degree,closeness,betweenness,straightness,information,avg_neighbor_deg,clustering,local_efficiency,redundancy,node_id
3,0.0006611824940541272,0.009521059849474078,0.011573262102665207,0.00026511800620855315,3.0,0.0,0.0,0.0,0
2,0.000514977931363073,0.0,0.009569831853817058,0.00023155535493857028,2.5,0.0,0.0,0.0,1
2,0.0005212885034908367,0.000681106831409655,0.01017525860901454,0.00022147397135956846,2.5,0.0,0.0,0.0,2
1,0.0005163106103249467,0.0,0.011591163761975203,0.0001805962985146791,4.0,0.0,0.0,0.0,3
4,0.000545861171763566,0.0016745516702865505,0.011626884348714204,0.00022395352991083907,2.5,0.0,0.0,0.0,4
3,0.0005351375165469275,0.0020826908313046674,0.013066594415766278,0.00019801133873320606,2.0,0.0,0.0,0.0,5
1,0.0005049362952626687,0.0,0.012909792420774904,0.00016333955313152623,3.0,0.0,0.0,0.0,6
3,0.00044749438870046385,0.0021942401196858247,0.011243399078079109,0.00019306725965825583,3.0,0.0,0.0,0.0,7
3,0.00045862055848964046,0.0035656401944894655,0.011092490327037841,0.00019636024909041658,2.6666666666666665,0.0,0.0,0.0,8
3,0.0004342986174782991,0.0014068333781717729,0.011325070633813925,0.00018236464617186297,3.0,0.0,0.0,0.3333333333333333,9
3,0.0004692899575202666,0.0013517149062657891,0.011263963324557754,0.0001974311886397262,3.6666666666666665,0.0,0.0,0.0,10
3,0.00045541434520724567,0.0006482982171799028,0.011364228063400516,0.0001940549741910565,3.0,0.0,0.0,0.0,17
3,0.00041269313883970726,0.0,0.011236229525866517,0.00015254322378594552,2.0,0.0,0.5,2.0,18
3,0.00046904783872800935,0.0054908496774913225,0.010987465248548158,0.00019320894918885991,2.6666666666666665,0.0,0.0,0.0,19
2,0.00046226523039521723,0.004317613632635385,0.011258988514031999,0.00018561850948870564,3.0,0.0,0.0,0.0,20
3,0.0004853490180607774,0.0014816370186156078,0.011190748058871327,0.00020325232468584644,3.3333333333333335,0.0,0.0,0.0,23
3,0.000482634914538369,0.0066181536624256064,0.010799423042265865,0.00019802982860642117,2.6666666666666665,0.0,0.0,0.0,24
3,0.0004812585999093878,0.000287403460652629,0.011720560879334476,0.00019061126290283907,3.0,0.0031467713518190115,0.0,0.3333333333333333,25
2,0.0004963774087927641,0.007755956403913412,0.010571279092771786,0.00019588163653309846,3.0,0.0,0.0,0.0,26
3,0.0005285293239876287,0.009105046621040822,0.010660727541133126,0.0002167645591185858,3.3333333333333335,0.0,0.0,0.0,27
2,0.0005356333351569648,0.0013215309811744171,0.013229810133789276,0.00019124528508846812,2.5,0.0,0.0,0.0,28
2,0.0005477387113598289,0.0020997513107041386,0.013463587927474197,0.00019824838771830962,2.5,0.0,0.0,0.0,29
3,0.0005464331812602439,0.002166680883732833,0.012729882814385222,0.00022172145160185867,3.0,0.0,0.0,0.0,30
3,0.0005447566800489132,0.0020853155204430475,0.011099067990425485,0.00022927104776012072,3.0,0.0,0.0,0.0,31
3,0.0005088914528621947,0.0039606559098156816,0.011362374139180311,0.00020163558372798362,3.0,0.0,0.0,0.0,32
3,0.0004584686552611536,0.0004435724643862493,0.010772105384019496,0.00019109218720194136,3.3333333333333335,0.0,0.0,0.0,33
3,0.00046261909471713376,0.0018267836403126005,0.011391170837572302,0.00018293627304543747,2.6666666666666665,0.0,0.0,0.0,34
2,0.0004634563505834488,0.0015262567339680707,0.010899238212784131,0.00018546109196753807,3.0,0.0,0.0,0.0,35
5,0.00047710667537852685,0.006681146201746731,0.0106777704624356,0.00020252868677481955,3.2,0.0,0.0,0.0,36
3,0.00047446018785864277,0.0034816501420612996,0.010634827495516343,0.00019854889895126583,2.6666666666666665,0.0,0.0,0.0,37
3,0.0005490842964938372,0.0013057828463441362,0.012361682716489925,0.0002252207497350501,2.6666666666666665,0.0,0.0,0.0,38
2,0.0005256431989033634,0.0006351747714880019,0.011664793926112593,0.00020533305524726093,2.5,0.0,0.0,0.0,39
2,0.0005269909957551145,0.0007650968838378205,0.011377010970800511,0.00020419112074137097,2.5,0.0,0.0,0.0,40
3,0.0005312943963322838,0.0024462102769703216,0.01098777552913958,0.00022115103374548037,2.6666666666666665,0.0,0.0,0.0,41
1,0.0004982834262015207,0.0,0.010898360798179775,0.0001740724920120032,4.0,0.0,0.0,0.0,42
4,0.0005009459349146834,0.0044330999547241125,0.010380554003062625,0.00021400751696880527,2.75,0.00021628428450787195,0.0,0.16666666666666666,43
4,0.0004938568325405194,0.02122717340664965,0.010523425956738264,0.00020664253701136438,3.75,0.0,0.0,0.0,44
2,0.0004740124059119902,0.0008871449287724986,0.010708686632514987,0.000191410704460908,2.5,0.0,0.0,0.0,45
2,0.0004829223000365086,0.0019160230710175265,0.01048364643169024,0.0001959593823484731,3.0,0.0,0.0,0.0,46
3,0.0005369182808908072,0.001531506112244831,0.010295466993940936,0.00022362951739519167,2.3333333333333335,0.0,0.0,0.0,47
2,0.0005129232831053025,2.755923595299182e-05,0.010338792512693764,0.0002101653849596304,3.0,0.0,0.0,0.0,48
4,0.0005065984516315491,0.0006496105617490929,0.010032521944914746,0.00022461684334260508,3.5,0.00021443844901158278,0.0,0.16666666666666666,49
3,0.0005083547668922898,0.002107625378119279,0.00966214659014681,0.00021776135494739677,3.6666666666666665,0.0,0.0,0.0,50
5,0.0005056266586168947,0.001637806022349228,0.009443243595163294,0.0002336638007546264,4.0,0.0004185790090501911,0.0,0.3,51
3,0.0005051318501418098,0.0006991515692360186,0.009991015459685778,0.00022108441673957213,4.666666666666667,0.0008316780187430044,0.0,0.6666666666666666,52
