edge_id,edge_length,edge_betweenness,edge_embeddedness,mean_building_dist,mean_poi_dist
0.0,5.275957177280474,0.015673365704945798,-0.0,0.5051296669417071,0.8779828172885239
0.7801526501328483,5.407920115869281,0.005706563504814585,-0.0,0.5051292488695808,0.8779120134257191
1.3278219990774314,4.817356071730443,0.014230033556662356,-0.0,-0.0,-0.0
1.764029131329413,4.639868092750203,0.01611724613710122,-0.0,-0.0,-0.0
2.1325195204965803,5.3694945703606916,0.006144406962013112,-0.0,-0.0,-0.0
2.454713181184341,4.726996729208199,0.005706563504814585,-0.0,-0.0,-0.0
2.742891459971892,3.9702518656886427,0.0118260590280493,-0.0,-0.0,-0.0
3.0048285185863772,4.9408532651761785,0.005706563504814585,-0.0,-0.0,-0.0
3.245793952275472,3.4555025675175557,0.016702548754403676,-0.0,-0.0,-0.0
3.4695440167479337,5.353243335613173,0.010371848904442378,-0.0,-0.0,-0.0
3.6788617237405705,4.472555160408243,0.012440653114272879,-0.0,-0.0,-0.0
3.8758731692379422,6.997320163348681,0.00846174690407338,-0.0,-0.0,-0.0
4.062243568112186,5.657311694633919,0.005706563504814585,-0.0,-0.0,-0.0
4.239304391118041,5.799467353605205,0.01697176233234493,-0.0,0.5035901287965643,-0.0
4.4081389638525135,5.282619818227027,0.013279524669383118,-0.0,-0.0,-0.0
4.569641936572401,6.516644954676358,0.01656537411514944,-0.0,-0.0,-0.0
4.724561719412285,5.3388826181015965,0.004237628068001723,-0.0,-0.0,-0.0
4.873531467611818,5.808656867003822,0.018155964749895958,-0.0,-0.0,-0.0
5.017092164497014,5.325151623166645,0.018140558898918267,-0.0,-0.0,0.8157940888341298
5.1557101233700005,6.694705628202069,0.01750324059892507,-0.0,-0.0,0.7062116273054472
5.289790466648917,5.352363528762903,0.012188405365397764,-0.0,-0.0,-0.0
5.4196876526047975,2.055671686913655,0.016401581051493173,-0.0,-0.0,-0.0
5.545713799941185,5.851226973996247,0.00956399376546227,-0.0,0.4927608140646028,-0.0
5.668145345747795,6.32483125499781,0.0022460274653470576,-0.0,-0.0,0.8580710031049933
5.787228425417427,4.544199312426136,0.016654376827457712,-0.0,-0.0,-0.0
5.903183260715291,5.392455353310622,0.001859785728937157,-0.0,0.5029670815207714,-0.0
6.016207769647233,3.0345722936514474,0.006973671021636214,-0.0,-0.0,-0.0
6.126480559605584,5.256683045378341,0.007826997795925647,-0.0,0.5004787003253575,-0.0
6.234163427237293,4.504668403944593,0.0171159648499001,-0.0,-0.0,-0.0
6.3394034603969,4.267586004358988,0.01190027766780179,-0.0,-0.0,0.6055438435299573
6.44233481657009,6.64930342028993,0.0100903272220703,-0.0,-0.0,0.8365654735016065
6.543080236314239,5.246823380325804,0.005706563504814585,-0.0,-0.0,-0.0
6.64175233818213,6.345819200862367,0.009847821528600866,-0.0,-0.0,-0.0
6.738454732295617,2.838278551812738,0.012281417046415628,-0.0,-0.0,-0.0
6.833282982514649,4.270881318721294,0.004098178175405623,-0.0,-0.0,-0.0
6.926325441493795,5.537229435436459,0.012798845492575435,-0.0,0.3919198712970716,0.816846776308378
7.017663978458808,4.773073737662935,0.017902648030589566,-0.0,-0.0,-0.0
7.107374615992505,5.59101332616702,0.005706563504814585,-0.0,-0.0,-0.0
7.195528089285056,4.12630647187939,0.017999295024643033,-0.0,-0.0,-0.0
7.282190339022325,6.106915497894608,0.017837966324484044,-0.0,-0.0,0.8272359115313642
7.367422947238269,3.5470483452400616,0.018131713835348763,-0.0,-0.0,-0.0
7.451283523952765,6.196040850052421,0.005706563504814585,-0.0,-0.0,0.7309178573129681
7.533826051183995,3.607403395634384,0.012188405365397764,-0.0,-0.0,-0.0
7.615101189910634,6.705356629491604,0.00956399376546227,-0.0,0.5051296429494649,0.8775320351263916
7.695156554720354,4.79634098156408,0.012188405365397764,-0.0,-0.0,0.7676628300433608
7.774036960184528,6.650818001876701,0.005706563504814585,-0.0,-0.0,0.86012034024219
7.851784642417534,4.8807392021768665,0.018146842525565237,-0.0,-0.0,0.8320856569117085
7.928439458791887,6.476861662769744,0.005706563504814585,-0.0,-0.0,-0.0
8.004039068370513,5.804997202254208,0.011307824220883845,-0.0,-0.0,0.8351942356992494
8.078619095271307,6.2117364580635925,0.005706563504814585,-0.0,-0.0,-0.0
8.152213276885634,5.976946787454776,0.016434996082984918,-0.0,-0.0,-0.0
8.224853598622879,2.0250846851866324,0.015399757136551628,-0.0,-0.0,-0.0
8.29657041664006,5.953244004370434,0.004293013015741541,-0.0,0.4743263442584743,-0.0
8.367392569833182,5.466018973708586,0.013655248545115278,-0.0,-0.0,-0.0
8.437347482210276,4.758822956846859,0.005706563504814585,-0.0,-0.0,-0.0
8.506461256631177,4.772324191564318,0.005706563504814585,-0.0,-0.0,-0.0
8.57475876078248,5.53320258450978,0.0011607405971740658,-0.0,0.5037028527228736,-0.0
8.642263706155127,2.729587300490958,0.018029962306946354,-0.0,-0.0,-0.0
8.708998720704368,5.8128806669572874,-0.0,-0.0,-0.0,-0.0
8.774985415795479,5.455347663358511,0.004861186604570935,-0.0,-0.0,-0.0
8.840244447971873,5.165518253854045,0.01809601664914877,-0.0,-0.0,-0.0
8.904795576024025,3.2206700367659242,0.018108605960295964,-0.0,-0.0,-0.0
8.968657713786325,3.519287056291665,0.018154078879016492,-0.0,-0.0,-0.0
9.031848979044144,4.8890215140339635,0.001262443531525519,-0.0,-0.0,-0.0
9.094386738893679,4.520983674927701,0.002372693355139075,-0.0,-0.0,-0.0
