node_id_1,node_id_2,edge_id
0,319,0
0,60,1
1,126,2
2,124,3
2,24,4
2,66,5
3,305,6
3,304,7
3,307,8
4,22,9
4,257,10
4,83,11
5,6,12
5,247,13
6,250,14
6,251,15
7,256,16
8,9,17
9,57,18
9,56,19
10,65,20
10,264,21
10,240,22
10,12,23
11,38,24
11,165,25
11,142,26
12,13,27
12,13,28
12,10,29
13,237,30
13,12,31
13,12,32
13,57,33
14,16,34
14,188,35
16,179,36
16,15,37
17,20,38
18,20,39
19,14,40
21,273,41
21,19,42
22,4,43
22,224,44
22,86,45
23,88,46
23,85,47
24,122,48
24,43,49
25,26,50
25,105,51
25,108,52
26,25,53
26,107,54
27,318,55
27,40,56
28,87,57
28,192,58
28,79,59
29,193,60
29,36,61
29,101,62
30,270,63
30,186,64
30,195,65
31,186,66
31,262,67
31,17,68
32,131,69
32,230,70
33,35,71
33,252,72
33,254,73
34,226,74
34,32,75
35,255,76
36,29,77
36,277,78
37,29,79
37,312,80
38,39,81
38,39,82
38,11,83
39,38,84
39,38,85
39,142,86
40,53,87
40,0,88
41,72,89
41,42,90
41,64,91
42,67,92
42,43,93
42,41,94
43,117,95
43,42,96
44,45,97
44,47,98
44,86,99
45,44,100
46,94,101
46,47,102
46,223,103
47,46,104
47,48,105
47,44,106
48,47,107
49,94,108
49,100,109
49,50,110
50,100,111
50,49,112
51,297,113
52,293,114
52,54,115
53,40,116
53,107,117
53,55,118
54,52,119
54,260,120
54,56,121
55,114,122
55,53,123
55,108,124
56,129,125
56,54,126
57,9,127
57,13,128
57,320,129
58,61,130
59,320,131
59,9,132
60,59,133
61,58,134
61,27,135
62,319,136
62,77,137
62,63,138
63,64,139
63,318,140
63,62,141
64,63,142
64,69,143
64,41,144
65,10,145
65,268,146
65,320,147
66,67,148
66,2,149
66,78,150
67,42,151
67,66,152
67,73,153
68,71,154
69,70,155
69,75,156
69,64,157
70,71,158
70,69,159
70,75,160
71,70,161
71,74,162
71,68,163
72,73,164
72,80,165
72,41,166
73,72,167
73,76,168
73,67,169
74,71,170
75,70,171
75,69,172
75,81,173
76,73,174
